"ImageURL","Title","Artist","Year","happy"
"https://uploads2.wikiart.org/images/pavel-svinyin/merry-making-at-the-wayside-inn-1812.jpg","Merry Making at the Wayside Inn","Pavel Svinyin","1812","0.667"
"https://uploads4.wikiart.org/images/joachim-wtewael/kitchen-scene-1605.jpg","Kitchen Scene","Joachim Wtewael","1605","0.667"
"https://uploads1.wikiart.org/images/claude-monet/poplars-at-giverny.jpg","Poplars at Giverny","Claude Monet","1887","0.654"
"https://uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg","Mont Sainte-Victoire","Paul Cezanne","1895","0.652"
"https://uploads8.wikiart.org/images/jean-honore-fragonard/psyche-showing-her-sisters-her-gifts-from-cupid-1753.jpg","Psyche showing her sisters her gifts from Cupid","Jean-Honore Fragonard","1753","0.646"
"https://uploads4.wikiart.org/images/maurice-prendergast/central-park-1.jpg","Central Park","Maurice Prendergast","1914-1915","0.643"
"https://uploads0.wikiart.org/images/jean-marc-nattier/portrait-of-madame-maria-zeffirina-1751.jpg","Portrait of Madame Maria Zeffirina","Jean-Marc Nattier","1751","0.638"
"https://uploads8.wikiart.org/images/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970.jpg","Back Bay in Bombay from the &#39;India, Mother&#39; suite of 7 aquatints","Patrick Procktor","1970","0.636"
"https://uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg","A Quiet Moment","Henry Villierme","1995","0.636"
"https://uploads4.wikiart.org/images/joshua-reynolds/lady-jane-halliday.jpg","Lady Jane Halliday","Joshua Reynolds","1779","0.636"
"https://uploads6.wikiart.org/images/edgar-degas/dancers-tying-shoes-1883.jpg","Dancers tying shoes","Edgar Degas","1883","0.636"
"https://uploads4.wikiart.org/images/giovanni-bellini/the-feast-of-the-gods-1514.jpg","The Feast of the Gods","Giovanni Bellini","1514-1516","0.636"
"https://uploads3.wikiart.org/images/alfred-sisley/boats-1885.jpg","Boats","Alfred Sisley","1885","0.636"
"https://uploads5.wikiart.org/images/pierre-paul-prud-hon/portrait-of-constance-mayer-1804.jpg","Portrait of Constance Mayer","Pierre-Paul Prud&#39;hon","1804","0.636"
"https://uploads1.wikiart.org/images/cornelis-de-vos/family-portrait.jpg","Family Portrait","Cornelis de Vos","1631","0.636"
"https://uploads4.wikiart.org/images/santiago-rusinol/avenue-of-plane-trees-1916.jpg","Avenue of Plane Trees","Santiago Rusinol","1916","0.636"
"https://uploads6.wikiart.org/images/frederic-bazille/family-reunion-1867.jpg","Family Reunion","Frederic Bazille","1867","0.636"
"https://uploads3.wikiart.org/images/vasily-perov/hunters-at-rest-1871.jpg","Hunters at rest","Vasily Perov","1871","0.636"
"https://uploads2.wikiart.org/images/carl-ludwig-johann-christineck/portrait-of-alexey-bobrinsky-as-a-child-1769-1.jpg","Portrait of Alexey Bobrinsky as a Child","Carl-Ludwig Johann Christineck","1769","0.636"
"https://uploads0.wikiart.org/images/giuseppe-de-nittis/a-winter-s-landscape.jpg","A Winter&#39;s Landscape","Giuseppe de Nittis","1875","0.636"
"https://uploads2.wikiart.org/images/francisco-bayeu-y-subias/la-feliz-uni-n-de-espa-a-y-parma-impulsa-las-ciencias-y-las-artes-1788.jpg","La feliz uni&#243;n de Espa&#241;a y Parma impulsa las ciencias y las artes","Francisco Bayeu y Subias","1788","0.636"
"https://uploads8.wikiart.org/images/jules-breton/a-rest-in-the-fields-1866.jpg","A Rest in the Fields","Jules Breton","1866","0.636"
"https://uploads1.wikiart.org/images/olivier-debre/blanche-rose-1982.jpg","Blanche rose","Olivier Debre","1982","0.636"
"https://uploads8.wikiart.org/images/pavel-svinyin/travel-by-stagecoach-near-trenton.jpg","Travel by Stagecoach Near Trenton","Pavel Svinyin","1812","0.636"
"https://uploads4.wikiart.org/00148/images/il-sodoma/the-marriage-of-alexander-and-roxanne-1517.jpg","The Marriage of Alexander and Roxanne","Il Sodoma","1517","0.636"
"https://uploads6.wikiart.org/images/mario-schifano/tutte-stelle-particolare-dell-oasi-1967.jpg","Tutte stelle + particolare dell&#39;oasi","Mario Schifano","1967","0.636"
"https://uploads3.wikiart.org/images/henrique-pousao/rapariga-deitada-no-tronco-de-uma-rvore-1883.jpg","Rapariga deitada no tronco de uma &#225;rvore","Henrique Pousao","1883","0.636"
"https://uploads7.wikiart.org/images/jean-baptiste-simeon-chardin/soap-bubbles-1735.jpg","Soap Bubbles","Jean-Baptiste-Simeon Chardin","1733-1735","0.636"
"https://uploads5.wikiart.org/images/francois-boucher/odalisque.jpg","Odalisque","Francois Boucher","1749","0.636"
"https://uploads1.wikiart.org/images/john-constable/flatford-mill-from-a-lock-on-the-stour-1811.jpg","Flatford Mill from a Lock on the Stour","John Constable","1811","0.636"
"https://uploads1.wikiart.org/images/anne-vallayer-coster/the-attributes-of-music-1770.jpg","The Attributes of Music","Anne Vallayer-Coster","1770","0.636"
"https://uploads0.wikiart.org/images/cuno-amiet/greti-1907.jpg","Greti","Cuno Amiet","1907","0.636"
"https://uploads7.wikiart.org/images/antonio-palolo/untitled-1986.jpg","Untitled","Antonio Palolo","1986","0.636"
"https://uploads0.wikiart.org/00118/images/anton-raphael-mengs/johann-joachim-winckelmann-1762.jpg","Johann Joachim Winckelmann","Anton Raphael Mengs","1762","0.636"
"https://uploads8.wikiart.org/images/roland-petersen/the-walk-1960.jpg","The Walk","Roland Petersen","1960","0.636"
"https://uploads0.wikiart.org/00141/images/louise-abbema/display-image-17.jpg","Lunch in the Greenhouse","Louise Abb&#233;ma","1877","0.636"
"https://uploads0.wikiart.org/images/giovanni-bellini/holy-conversation-1510.jpg","Holy&#160;Conversation","Giovanni Bellini","1505-1510","0.636"
"https://uploads1.wikiart.org/images/fyodor-alekseyev/church-of-st-john-the-baptist-borovitskaya-tower-and-stablings-prikaz-department-in-the-kremlin.jpg","Church of St. John the Baptist, Borovitskaya tower and Stablings prikaz (department) in the Kremlin","Fyodor Alekseyev","1805","0.636"
"https://uploads7.wikiart.org/images/george-henry/river-landscape-by-moonlight-1887.jpg","River Landscape by Moonlight","George Henry","1887","0.636"
"https://uploads4.wikiart.org/00145/images/wojciech-weiss/radiant-sunset-1902.jpg","Radiant Sunset","Wojciech Weiss","1902","0.636"
"https://uploads2.wikiart.org/images/konstantinos-volanakis/1869-1875.jpg","Boats and Children on the Beach","Konstantinos Volanakis","1875","0.636"
"https://uploads1.wikiart.org/images/claude-monet/impression-sunrise.jpg","Impression, sunrise","Claude Monet","1873","0.636"
"https://uploads7.wikiart.org/images/sandor-bortnyik/cabaret-1920.jpg","Cabaret","Sandor Bortnyik","1920","0.636"
"https://uploads7.wikiart.org/00118/images/anton-raphael-mengs/hesperus-as-personification-of-the-evening-1765.jpg","Hesperus as Personification of the Evening","Anton Raphael Mengs","1765","0.636"
"https://uploads4.wikiart.org/images/pieter-bruegel-the-elder/fight-between-carnival-and-lent-1559.jpg","The Fight between Carnival and Lent","Pieter Bruegel the Elder","1559","0.636"
"https://uploads6.wikiart.org/images/hercules-seghers/panoramic-landscape.jpg","Panoramic landscape","Hercules Seghers","1625","0.636"
"https://uploads8.wikiart.org/images/othon-friesz/the-cottage-1901.jpg","The Cottage","Othon Friesz","1901","0.636"
"https://uploads1.wikiart.org/images/medardo-rosso/little-laughing-woman-1890.jpg","Little Laughing Woman","Medardo Rosso","1890","0.633"
"https://uploads3.wikiart.org/images/willard-metcalf/old-woman-with-child-and-goose-1885.jpg","Old Woman with Child and Goose","Willard Metcalf","1884-1885","0.627"
"https://uploads5.wikiart.org/images/albert-marquet/the-port-of-saint-tropez-1905.jpg","The Port of Saint-Tropez","Albert Marquet","1905","0.625"
"https://uploads1.wikiart.org/images/maurice-prendergast/boat-landing-dinnard.jpg","Boat Landing, Dinnard","Maurice Prendergast","1914","0.623"
"https://uploads6.wikiart.org/images/peder-severin-kroyer/summer-day-on-skagen-s-southern-beach-1884.jpg","Summer Day on Skagen&#39;s Southern Beach","Peder Severin Kroyer","1884","0.615"
"https://uploads5.wikiart.org/images/richard-wilson/kew-gardens-the-pagoda-and-bridge-1762.jpg","Kew Gardens: The Pagoda and Bridge","Richard Wilson","1762","0.615"
"https://uploads2.wikiart.org/images/aleksander-gierymski/altany-1882.jpg","Altany","Aleksander Gierymski","1882","0.615"
"https://uploads1.wikiart.org/images/maurice-quentin-de-la-tour/portrait-of-madame-de-pompadour.jpg","Portrait of Madame de Pompadour","Maurice Quentin de La Tour","1748","0.615"
"https://uploads3.wikiart.org/images/frederic-bazille/port-of-the-queen-at-aigues-mortes.jpg","Port of the Queen at Aigues-Mortes","Frederic Bazille","1867","0.615"
"https://uploads0.wikiart.org/images/ernest-meissonier/the-card-players-1872.jpg","The Card Players","Ernest Meissonier","1872","0.610"
"https://uploads7.wikiart.org/images/jacob-van-strij/landscape-with-mill-and-cattle.jpg","Landscape with mill and cattle","Jacob van Strij","XVIII-XIX cent.","0.609"
"https://uploads7.wikiart.org/images/maxime-maufra/the-port-of-sauzon-1905.jpg","The Port of Sauzon","Maxime Maufra","1905","0.603"
"https://uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg","Wheatland with Woman of Shawl","Janos Tornyai","1912","0.600"
"https://uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg","The Virgin Reading","Vittore Carpaccio","1510","0.600"
"https://uploads1.wikiart.org/images/brassai/couple-kissing-under-the-pont-au-double-paris-1935.jpg","Couple kissing under the Pont au Double, Paris","Brassai","1935","0.600"
"https://uploads2.wikiart.org/images/stefan-luchian/hair-washing-1912.jpg","Hair Washing","Stefan Luchian","1912","0.600"
"https://uploads4.wikiart.org/images/abraham-van-strij/winter-landscape.jpg","Winter landscape","Abraham van Strij","XVIII-XIX cent.","0.600"
"https://uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg","Red Sea","Marianne North","1880","0.600"
"https://uploads8.wikiart.org/images/paul-bril/view-of-a-port-1607.jpg","View of a Port","Paul Bril","1607","0.600"
"https://uploads0.wikiart.org/images/thomas-girtin/pont-y-pair-1799.jpg","Pont-y-Pair","Thomas Girtin","1799","0.600"
"https://uploads0.wikiart.org/images/andrea-del-verrocchio/madonna-and-child.jpg","Madonna and Child","Andrea del Verrocchio","1470","0.600"
"https://uploads5.wikiart.org/images/antonio-canova/paolina-borghese-as-venus-victrix-1808.jpg","Paolina Borghese as Venus Victrix","Antonio Canova","1808","0.600"
"https://uploads6.wikiart.org/00146/images/jozef-pankiewicz/pankiewicz-woz-z-sianem-1890.jpg","Cart Loaded with Hay","J&#243;zef Pankiewicz","1890","0.600"
"https://uploads2.wikiart.org/images/franz-marc/girl-with-cat-ii-1912.jpg","Girl with Cat II","Franz Marc","1912","0.600"
"https://uploads8.wikiart.org/images/tivadar-kosztka-csontvary/electric-station-at-jajce-at-night-1903.jpg","Electric Station at Jajce at Night","Tivadar Kosztka Csontvary","1903","0.600"
"https://uploads1.wikiart.org/images/istvan-nagy/little-girl-with-yellow-babushka-1917.jpg","Little girl with yellow babushka","Istvan Nagy","1917","0.600"
"https://uploads0.wikiart.org/00141/images/louise-moillon/display-image-7.jpg","Still Life with Cherries, Strawberries and Gooseberries","Louise Moillon","1630","0.600"
"https://uploads3.wikiart.org/images/carel-willink/sleeping-zebra-1959.jpg","Sleeping Zebra","Carel Willink","1959","0.600"
"https://uploads0.wikiart.org/images/alfred-sisley/the-regattas-moseley-1874.jpg","The&#160;regattas&#160;Moseley","Alfred Sisley","1874","0.600"
"https://uploads8.wikiart.org/images/jean-baptiste-oudry/demoiselle-crane-toucan-and-tufted-crane-1745.jpg","Demoiselle Crane, Toucan, and Tufted Crane","Jean-Baptiste Oudry","1745","0.600"
"https://uploads7.wikiart.org/images/pauline-boty/the-only-blonde-in-the-world-1963.jpg","The Only Blonde in the World","Pauline Boty","1963","0.600"
"https://uploads7.wikiart.org/images/paul-wonner/lake-nude-black-hill-1968.jpg","Lake, Nude, Black Hill","Paul Wonner","1968","0.600"
"https://uploads5.wikiart.org/images/alexey-venetsianov/bathers.jpg","Bathers","Alexey Venetsianov","1829","0.600"
"https://uploads8.wikiart.org/images/petrus-christus/st-eligius-as-a-goldsmith-showing-a-ring-to-the-engaged-couple-1449.jpg","St. Eligius as a goldsmith showing a ring to the engaged couple","Petrus Christus","1449","0.600"
"https://uploads0.wikiart.org/images/jean-hey/the-nativity.jpg","The Nativity","Jean Hey","1490","0.600"
"https://uploads3.wikiart.org/images/fyodor-vasilyev/before-a-thunderstorm-1869.jpg","Before a Thunderstorm","Fyodor Vasilyev","1867-1869","0.600"
"https://uploads7.wikiart.org/images/joseph-wright/d-ewes-coke-his-wife-hannah-and-daniel-parker-coke.jpg","D&#39;Ewes Coke, His Wife Hannah and Daniel Parker Coke","Joseph Wright","1781-1782","0.600"
"https://uploads3.wikiart.org/images/egon-schiele/two-girls-lying-entwined-1915.jpg","Two Girls Lying Entwined","Egon Schiele","1915","0.600"
"https://uploads3.wikiart.org/images/judith-leyster/a-youth-with-a-jug.jpg","A Youth with a Jug","Judith Leyster","1629","0.600"
"https://uploads7.wikiart.org/images/rosalba-carriera/lady-in-a-turkish-costume-felicita-sartori-1728.jpg","Lady in a Turkish Costume (Felicita Sartori)","Rosalba Carriera","1728","0.600"
"https://uploads5.wikiart.org/images/eyvind-earle/the-wave-1990.jpg","The Wave","Eyvind Earle","1990","0.600"
"https://uploads8.wikiart.org/images/olexandr-archipenko/two-nude-female-figures-with-a-cloth.jpg","Two Nude Female Figures with a Cloth","Olexandr Archipenko","1921","0.600"
"https://uploads3.wikiart.org/images/theodor-philipsen/brakkebroen-landing-stage-on-saltholm-1881.jpg","Brakkebroen landing stage on Saltholm","Theodor Philipsen","1881","0.600"
"https://uploads2.wikiart.org/images/theodore-rousseau/the-campaign-at-sunrise.jpg","The&#160;campaign&#160;at sunrise","Theodore Rousseau","XIX cent.","0.600"
"https://uploads5.wikiart.org/images/mstislav-dobuzhinsky/glassmakers-street-in-vilno-1906.jpg","Glassmakers street in Vilno","Mstislav Dobuzhinsky","1906","0.600"
"https://uploads6.wikiart.org/images/joseph-wright/the-alchemist-discovering-phosphorus-or-the-alchemist-in-search-of-the-philosophers-stone-1771.jpg","The Alchemist Discovering Phosphorus or The Alchemist in Search of the Philosophers Stone","Joseph Wright","1771","0.600"
"https://uploads3.wikiart.org/images/samuel-peploe/boats-at-royan-1910.jpg","Boats at Royan","Samuel Peploe","1910","0.600"
"https://uploads1.wikiart.org/images/antoine-watteau/not_detected_229435-1717.jpg","The Embarkation for Cythera","Antoine Watteau","1717","0.600"
"https://uploads8.wikiart.org/images/corneille/woman-and-bird-1987.jpg","Woman and Bird","Corneille","1987","0.600"
"https://uploads8.wikiart.org/images/charles-cottet/view-of-venice-from-the-sea-1896.jpg","View of Venice from the Sea","Charles Cottet","1896","0.600"
"https://uploads5.wikiart.org/images/emil-nolde/dance-around-the-golden-calf-1910.jpg","Dance Around the Golden Calf","Emil Nolde","1910","0.600"
"https://uploads7.wikiart.org/images/christian-schad/halbakt-1929.jpg","Halbakt","Christian Schad","1929","0.600"
"https://uploads4.wikiart.org/images/jan-van-eyck/the-madonna-in-the-church-1439.jpg","The Madonna in the Church","Jan van Eyck","1437-1439","0.600"
"https://uploads3.wikiart.org/images/tivadar-kosztka-csontvary/sunset-over-the-bay-of-naples-1901.jpg","Sunset Over the Bay of Naples","Tivadar Kosztka Csontvary","1901","0.600"
"https://uploads4.wikiart.org/images/vilhelm-lundstrom/two-sisters-1923.jpg","Two Sisters","Vilhelm Lundstrom","1923","0.600"
"https://uploads0.wikiart.org/images/domenico-ghirlandaio/portrait-of-a-girl.jpg","Portrait of a Girl","Domenico Ghirlandaio","1490","0.600"
"https://uploads6.wikiart.org/images/eyvind-earle/even-tide-1994.jpg","Even Tide","Eyvind Earle","1994","0.600"
"https://uploads3.wikiart.org/images/sandro-botticelli/the-mystical-nativity(1).jpg","The Mystical Nativity","Sandro Botticelli","1500","0.600"
"https://uploads3.wikiart.org/00124/images/joseph-vernet/vernet-claude-joseph-the-night-18th-c-1.JPG","La nuit","Claude-Joseph Vernet","1750","0.600"
"https://uploads5.wikiart.org/images/richard-parkes-bonington/rouen-1825.jpg","Rouen","Richard Parkes Bonington","1825","0.600"
"https://uploads8.wikiart.org/images/johan-christian-dahl/der-watzmann-1825.jpg","Der Watzmann","Johan Christian Dahl","1825","0.600"
"https://uploads3.wikiart.org/images/gene-davis/passion-flower-1968(1).jpg","Passion Flower","Gene Davis","1968","0.600"
"https://uploads0.wikiart.org/images/paul-bril/the-campo-vaccino-with-a-gypsy-woman-reading-a-palm-1603.jpg","The Campo Vaccino with a Gypsy Woman Reading a Palm","Paul Bril","1603","0.600"
"https://uploads1.wikiart.org/images/vajda-lajos/gustave-fleury-1933.jpg","Gustave Fleury","Vajda Lajos","1933","0.600"
"https://uploads4.wikiart.org/images/edvard-munch/madonna-1894.jpg","Madonna","Edvard Munch","1894","0.600"
"https://uploads0.wikiart.org/images/ernest-meissonier/a-game-of-piquet-1861.jpg","A Game of Piquet","Ernest Meissonier","1861","0.600"
"https://uploads0.wikiart.org/images/paul-gauguin/the-spirit-of-the-dead-watches-1892.jpg","Spirit of the Dead Watching","Paul Gauguin","1892","0.600"
"https://uploads5.wikiart.org/images/ioannis-altamouras/1874(1).jpg","The Port of Copenhagen","Ioannis Altamouras","1874","0.600"
"https://uploads0.wikiart.org/images/gustave-caillebotte/the-bather-or-the-diver-1877.jpg","The Bather, or The Diver","Gustave Caillebotte","1877","0.600"
"https://uploads6.wikiart.org/00117/images/leon-kroll/in-the-country-by-leon-kroll.jpg","In the Country","Leon Kroll","1916","0.600"
"https://uploads7.wikiart.org/images/leonardo-da-vinci/the-madonna-of-the-carnation.jpg","The Madonna of the Carnation","Leonardo da Vinci","1480","0.600"
"https://uploads7.wikiart.org/images/jacob-jordaens/mercury-and-argos-1620.jpg","Mercury and Argos","Jacob Jordaens","1620","0.600"
"https://uploads2.wikiart.org/00118/images/anton-raphael-mengs/carlos-iv-prince-of-asturias-1765.jpg","Carlos IV, Prince of Asturias","Anton Raphael Mengs","1765","0.600"
"https://uploads8.wikiart.org/images/jules-dupre/the-windmill-1859.jpg","The Windmill","Jules Dupre","1859","0.600"
"https://uploads2.wikiart.org/images/augustus-john/the-blue-pool-1911.jpg","The Blue Pool","Augustus John","1911","0.600"
"https://uploads2.wikiart.org/images/albert-anker/die-verbannten-1868.jpg","Die Verbannten","Albert Anker","1868","0.600"
"https://uploads2.wikiart.org/images/paul-wonner/repose-1954.jpg","Repose","Paul Wonner","1954","0.600"
"https://uploads1.wikiart.org/images/john-glover/sandown-bay-from-near-shanklin-chine-isle-of-wight-1827.jpg","Sandown Bay, from near Shanklin Chine, Isle of Wight","John Glover","1827","0.600"
"https://uploads3.wikiart.org/images/gustave-courbet/the-sleepers-1866.jpg","The Sleepers","Gustave Courbet","1866","0.600"
"https://uploads5.wikiart.org/images/frans-hals/family-portrait.jpg","Family portrait","Frans Hals","1635","0.600"
"https://uploads4.wikiart.org/images/felix-labisse/grand-carnival-ostendais-1934.jpg","Grand carnival Ostendais","Felix Labisse","1934","0.600"
"https://uploads5.wikiart.org/images/paula-modersohn-becker/marsh-channel-with-peat-barges.jpg","Marsh channel with peat barges","Paula Modersohn-Becker","1900","0.600"
"https://uploads8.wikiart.org/images/john-gibson/hylas-surprised-by-the-naiades-1837.jpg","Hylas Surprised by the Naiades","John Gibson","1837","0.600"
"https://uploads2.wikiart.org/images/lucas-cranach-the-elder/adam-and-eve-1528.jpg","Adam and Eve","Lucas Cranach the Elder","1528","0.600"
"https://uploads0.wikiart.org/images/theodore-gericault/the-epsom-derby-1821.jpg","The Epsom Derby","Theodore Gericault","1821","0.600"
"https://uploads7.wikiart.org/images/henri-de-toulouse-lautrec/in-bed-the-kiss-1892.jpg","In Bed, The Kiss","Henri de Toulouse-Lautrec","1892","0.600"
"https://uploads0.wikiart.org/images/francis-picabia/aello.jpg","Aello","Francis Picabia","1930","0.600"
"https://uploads6.wikiart.org/images/evelyne-axell/la-cible-1970.jpg","La Cible","Evelyne Axell","1970","0.600"
"https://uploads5.wikiart.org/images/louise-elisabeth-vigee-le-brun/anna-ivanovna-tolstaya.jpg","Anna Ivanovna Tolstaya","Louise Elisabeth Vigee Le Brun","1774","0.600"
"https://uploads2.wikiart.org/images/john-william-godward/the-love-letter-1913.jpg","The Love Letter","John William Godward","1913","0.600"
"https://uploads7.wikiart.org/images/henri-matisse/bathers-by-a-river-1916.jpg","Bathers by a River","Henri Matisse","1909-1916","0.600"
"https://uploads0.wikiart.org/images/cagnaccio-di-san-pietro/donna-allo-specchio-1927.jpg","Donna allo Specchio","Cagnaccio di San Pietro","1927","0.600"
"https://uploads3.wikiart.org/images/andr-lhote/l-escale-1913.jpg","L&#39;escale","Andr&#233; Lhote","1913","0.600"
"https://uploads5.wikiart.org/images/jules-dupre/fontainebleau-oaks-1840.jpg","Fontainebleau Oaks","Jules Dupre","1840","0.600"
"https://uploads6.wikiart.org/images/anne-louis-girodet/mademoiselle-lange-as-venus-1798(1).jpg","Mademoiselle Lange as Venus","Anne-Louis Girodet","1798","0.600"
"https://uploads8.wikiart.org/00146/images/leon-wyczolkowski/leon-wycz-kowski-portret-damy.jpg","Portrait of a Lady","Leon Wycz&#243;Åkowski","1881","0.600"
"https://uploads7.wikiart.org/images/imi-knoebel/24-colors-for-blinky-1977.jpg","24 Colors (for Blinky)","Imi Knoebel","1977","0.600"
"https://uploads2.wikiart.org/images/luis-paret-y-alcazar/the-quay-olaveaga-bilbao-1786.jpg","The Quay, Olaveaga, Bilbao","Luis Paret y Alcazar","1786","0.600"
"https://uploads1.wikiart.org/images/paul-cezanne/large-bathers-1900.jpg","Large Bathers","Paul Cezanne","1900","0.600"
"https://uploads6.wikiart.org/images/charles-cottet/sea-landscape-in-brittany-1912.jpg","Sea Landscape in Brittany","Charles Cottet","1912","0.600"
"https://uploads7.wikiart.org/images/paul-cezanne/forest.jpg","Forest","Paul Cezanne","1890","0.600"
"https://uploads1.wikiart.org/images/george-henry/noon-1885.jpg","Noon","George Henry","1885","0.600"
"https://uploads6.wikiart.org/images/franz-marc/horse-in-a-landscape-1910.jpg","Horse in a landscape","Franz Marc","1910","0.600"
"https://uploads7.wikiart.org/images/hans-hofmann/the-garden-1956.jpg","The Garden","Hans Hofmann","1956","0.600"
"https://uploads2.wikiart.org/images/hugo-van-der-goes/the-adoration-of-the-kings-monforte-altar.jpg","The Adoration of the Kings (Monforte Altar)","Hugo van der Goes","1470","0.600"
"https://uploads8.wikiart.org/images/louise-elisabeth-vigee-le-brun/portrait-of-anna-pitt-as-hebe-1792.jpg","Portrait of Anna Pitt as Hebe","Louise Elisabeth Vigee Le Brun","1792","0.600"
"https://uploads1.wikiart.org/images/vasily-sadovnikov/illumination-on-the-moika-embankment-in-st-petersburg-1856.jpg","Illumination on the Moika Embankment in St. Petersburg","Vasily Sadovnikov","1856","0.600"
"https://uploads7.wikiart.org/images/alma-woodsey-thomas/wind-and-crepe-myrtle-concerto-1973.jpg","Wind and Crepe Myrtle Concerto","Alma Woodsey Thomas","1973","0.600"
"https://uploads1.wikiart.org/images/armand-guillaumin/sunset-at-ivry-soleil-couchant-ivry-1873.jpg","Sunset at Ivry (Soleil couchant &#224; Ivry)","Armand Guillaumin","1873","0.600"
"https://uploads2.wikiart.org/images/stefan-luchian/safta-the-flower-girl-1901.jpg","Safta the Flower Girl","Stefan Luchian","1901","0.600"
"https://uploads4.wikiart.org/images/camille-corot/venice-gondola-on-grand-canal.jpg","Venice Gondola on Grand Canal","Camille Corot","1835","0.600"
"https://uploads4.wikiart.org/images/maurice-prendergast/sanmaria-formosa-venice.jpg","SanMaria Formosa, Venice","Maurice Prendergast","1911-1912","0.600"
"https://uploads4.wikiart.org/images/abraham-van-strij/fish-salesman-at-woman-and-chidren.jpg","Fish salesman at woman and chidren","Abraham van Strij","XVIII-XIX cent.","0.600"
"https://uploads6.wikiart.org/images/titian/venus-of-urbino-1538.jpg","Venus of Urbino","Ticiano Vecellio","1538","0.600"
"https://uploads3.wikiart.org/images/joan-brown/plate-of-christmas-cookies-1971.jpg","Plate of Christmas Cookies","Joan Brown","1971","0.600"
"https://uploads6.wikiart.org/images/albert-marquet/nude-on-a-blue-background-1913.jpg","Nude on a Blue Background","Albert Marquet","1913","0.600"
"https://uploads4.wikiart.org/images/eva-gonzales/the-milliner.jpg","The Milliner","Eva Gonzales","XIX cent.","0.600"
"https://uploads5.wikiart.org/images/thomas-girtin/kirkstall-abbey-yorkshire-1801.jpg","Kirkstall Abbey, Yorkshire","Thomas Girtin","1801","0.600"
"https://uploads4.wikiart.org/images/paul-revere/view-of-the-town-of-boston-1774.jpg","View of the Town of Boston","Paul Revere","1774","0.600"
"https://uploads8.wikiart.org/images/marjorie-strider/girl-with-radish-1963.jpg","Girl with Radish","Marjorie Strider","1963","0.600"
"https://uploads0.wikiart.org/images/samuel-mutzner/poarta-templului-lama-peking-1915.jpg","The Gate of Lama Temple, Peking","Samuel Mutzner","1915","0.600"
"https://uploads8.wikiart.org/images/eyvind-earle/a-tree-poem-1991.jpg","A Tree Poem","Eyvind Earle","1991","0.600"
"https://uploads2.wikiart.org/images/fyodor-rokotov/portrait-of-v-n-surovtseva.jpg","Portrait of V.N.Surovtseva","Fyodor Rokotov","1780","0.600"
"https://uploads4.wikiart.org/images/sadamasa-motonaga/sakuhin-eau-1956.jpg","Sakuhin (Eau)","Sadamasa Motonaga","1956","0.600"
"https://uploads2.wikiart.org/images/pauline-boty/monica-vitti-with-heart-1963.jpg","Monica Vitti with Heart","Pauline Boty","1963","0.600"
"https://uploads5.wikiart.org/images/edgar-degas/the-belleli-family-1862.jpg","The Belleli Family","Edgar Degas","1860-1862","0.600"
"https://uploads8.wikiart.org/images/paul-bril/diana-and-her-nymphs-at-the-hunt-1600.jpg","Diana and Her nymphs at the Hunt","Paul Bril","1600","0.600"
"https://uploads1.wikiart.org/images/pierre-auguste-renoir/pink-and-blue-1881.jpg","Pink and Blue","Pierre-Auguste Renoir","1881","0.600"
"https://uploads8.wikiart.org/images/richard-wilson/a-view-of-the-tiber-with-rome-in-the-distance-1775.jpg","A View of the Tiber with Rome in the Distance","Richard Wilson","1775","0.600"
"https://uploads3.wikiart.org/images/giovanni-domenico-tiepolo/peasant-family-at-table-from-the-room-of-rustic-scenes-in-the-foresteria-guesthouse-1757.jpg","Peasant Family at Table, from the Room of Rustic Scenes, in the Foresteria (Guesthouse)","Giovanni Domenico Tiepolo","1757","0.600"
"https://uploads1.wikiart.org/images/marc-chagall/over-the-town-1918.jpg","Over the town","Marc Chagall","1918","0.600"
"https://uploads5.wikiart.org/images/giuseppe-de-nittis/the-races-at-longchamps-from-the-grandstand.jpg","The Races at Longchamps from the Grandstand","Giuseppe de Nittis","1883","0.600"
"https://uploads8.wikiart.org/images/josef-ma/a-pool-1935.jpg","A Pool","Josef Sima","1935","0.600"
"https://uploads0.wikiart.org/images/richard-parkes-bonington/les-salinieres-by-trouville-1826.jpg","Les Salinieres by Trouville","Richard Parkes Bonington","1826","0.600"
"https://uploads8.wikiart.org/images/louise-elisabeth-vigee-le-brun/portrait-of-madame-de-stael-as-corinne-1808.jpg","Portrait of Madame de Stael as Corinne","Louise Elisabeth Vigee Le Brun","1808","0.600"
"https://uploads8.wikiart.org/images/vasily-sadovnikov/view-of-the-anichkov-palace-from-the-fontanka-river-1838.jpg","View of the Anichkov Palace from the Fontanka River","Vasily Sadovnikov","1838","0.600"
"https://uploads4.wikiart.org/images/john-martin/the-bard-1817.jpg","The Bard","John Martin","1817","0.600"
